<General Information>
Test_Code_Path,C:\Users\CSA_DEV\Documents\Working\Prost_v2.0\Workspace\MANDO_FailSafe_Integration\Target_SW
SW_Version,3.3
CPU_Clock,3000000
Test_SW_Version,
Test_Code_List,"['.\\MANDO_FailSafe_Integration.c', 'prost_cstart.c', 'prost_cstart_tc1.c', 'prost_cstart_tc2.c', 'prost_cstart_tc3.c', 'prost_cstart_tc4.c', 'prost_cstart_tc5.c', 'prost_main.c', 'prost_stubs.c', 'SWC_Failsafe.c', 'FS_BatteryVoltage.c', 'FS_CANBusOff.c', 'FS_CANTimeout.c', 'FS_HWFailure.c', 'FS_InvalidSignal.c', 'FS_SWFailure.c', 'Rte_SWC_Diag.c', 'Stub.c', 'cinit.c', 'trapass.c', 'trapcont.c', 'trapmmu.c', 'trapprot.c', 'trapbus.c', 'trapinst.c', 'trapnmi.c', 'trapsys.c', 'memset.c', 'memcpy.c', '_Exit.c', 'cinit_tc1.c', 'cinit_tc2.c', 'cinit_tc3.c', 'cinit_tc4.c', 'cinit_tc5.c']"
Test_CPU,tc39x
Test_Project,MANDO_FailSafe_Integration
HeaderFile_Path,
Pcache,0
Test_CompilerType,TASKING
Comment,TRACE32_20_02
Dcache,0
Tester,
Test_Component,MANDO_FailSafe_Integration
CompilerVersion,6.2
 
<Var Count Result>
Symbol,Address,MemoryBank,Read Access Counter core2,Write Access Counter core2,Total
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13CC,0x500013CC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13D0,0x500013D0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13D4,0x500013D4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13D8,0x500013D8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13DC,0x500013DC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13E0,0x500013E0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13E4,0x500013E4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13E8,0x500013E8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13EC,0x500013EC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13F0,0x500013F0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13F4,0x500013F4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13F8,0x500013F8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x13FC,0x500013FC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1400,0x50001400,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1404,0x50001404,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1408,0x50001408,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x140C,0x5000140C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1410,0x50001410,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1414,0x50001414,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1418,0x50001418,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x141C,0x5000141C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1420,0x50001420,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1424,0x50001424,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1428,0x50001428,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x142C,0x5000142C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1430,0x50001430,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1434,0x50001434,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1438,0x50001438,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x143C,0x5000143C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1440,0x50001440,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1444,0x50001444,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1448,0x50001448,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x144C,0x5000144C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1450,0x50001450,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1454,0x50001454,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1458,0x50001458,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x145C,0x5000145C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1460,0x50001460,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1464,0x50001464,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1468,0x50001468,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x146C,0x5000146C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1470,0x50001470,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1474,0x50001474,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1478,0x50001478,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x147C,0x5000147C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1480,0x50001480,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1484,0x50001484,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1488,0x50001488,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x148C,0x5000148C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1490,0x50001490,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1494,0x50001494,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1498,0x50001498,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x149C,0x5000149C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14A0,0x500014A0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14A4,0x500014A4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14A8,0x500014A8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14AC,0x500014AC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14B0,0x500014B0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14B4,0x500014B4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14B8,0x500014B8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14BC,0x500014BC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14C0,0x500014C0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14C4,0x500014C4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14C8,0x500014C8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14CC,0x500014CC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14D0,0x500014D0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14D4,0x500014D4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14D8,0x500014D8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14DC,0x500014DC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14E0,0x500014E0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14E4,0x500014E4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14E8,0x500014E8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14EC,0x500014EC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14F0,0x500014F0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14F4,0x500014F4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14F8,0x500014F8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x14FC,0x500014FC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1500,0x50001500,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1504,0x50001504,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1508,0x50001508,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x150C,0x5000150C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1510,0x50001510,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1514,0x50001514,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1518,0x50001518,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x151C,0x5000151C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1520,0x50001520,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1524,0x50001524,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1528,0x50001528,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x152C,0x5000152C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1530,0x50001530,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1534,0x50001534,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1538,0x50001538,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x153C,0x5000153C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1540,0x50001540,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1544,0x50001544,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1548,0x50001548,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x154C,0x5000154C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1550,0x50001550,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1554,0x50001554,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1558,0x50001558,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x155C,0x5000155C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1560,0x50001560,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1564,0x50001564,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1568,0x50001568,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x156C,0x5000156C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1570,0x50001570,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1574,0x50001574,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1578,0x50001578,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x157C,0x5000157C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1580,0x50001580,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1584,0x50001584,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1588,0x50001588,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x158C,0x5000158C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1590,0x50001590,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1594,0x50001594,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1598,0x50001598,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x159C,0x5000159C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15A0,0x500015A0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15A4,0x500015A4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15A8,0x500015A8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15AC,0x500015AC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15B0,0x500015B0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15B4,0x500015B4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15B8,0x500015B8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15BC,0x500015BC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15C0,0x500015C0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15C4,0x500015C4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15C8,0x500015C8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15CC,0x500015CC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15D0,0x500015D0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15D4,0x500015D4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15D8,0x500015D8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15DC,0x500015DC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15E0,0x500015E0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15E4,0x500015E4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15E8,0x500015E8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15EC,0x500015EC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15F0,0x500015F0,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15F4,0x500015F4,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15F8,0x500015F8,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x15FC,0x500015FC,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1600,0x50001600,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1604,0x50001604,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1608,0x50001608,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x160C,0x5000160C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1610,0x50001610,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1614,0x50001614,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1618,0x50001618,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x161C,0x5000161C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1620,0x50001620,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1624,0x50001624,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1628,0x50001628,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x162C,0x5000162C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1630,0x50001630,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1634,0x50001634,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1638,0x50001638,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x163C,0x5000163C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1640,0x50001640,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1644,0x50001644,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1648,0x50001648,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x164C,0x5000164C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1650,0x50001650,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1654,0x50001654,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1658,0x50001658,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x165C,0x5000165C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1660,0x50001660,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1664,0x50001664,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1668,0x50001668,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x166C,0x5000166C,Data_ScratchPad_RAM_(CPU2),0,1,1
\\MANDO_FailSafe_Integration\Global\_lc_gb_MY_FILLED_STACK2+0x1670,0x50001670,Data_ScratchPad_RAM_(CPU2),0,1,1
